Call_log_ID,Date received,Complaint ID,Client_id,phone,vru+line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time
1900,24/05/2012,CR0087019,C00004657,734-061-1970,AA0205,30715,0,PS,AGENT,STEREN,10:46:55,11:00:43,00:13:48
1901,24/05/2012,CR0086947,C00001494,212-073-3135,AA0213,30716,2,PS,AGENT,ZOHARI,14:50:26,15:00:29,00:10:03
1902,24/05/2012,CR0086919,C00004170,508-381-5724,AA0204,30717,0,PS,AGENT,ZOHARI,14:12:51,14:13:23,00:00:32
1903,24/05/2012,CR0086940,C00003439,320-517-2915,AA0205,30718,0,PS,AGENT,YITZ,14:01:37,14:05:30,00:03:53
1904,24/05/2012,CR0087017,C00001768,776-733-4517,AA0113,30719,0,PS,AGENT,AVNI,16:04:15,16:16:17,00:12:02
2938,24/05/2012,CR0087015,C00003297,212-494-4487,AA0109,40533,1,PS,AGENT,BENSION,14:53:19,15:06:57,00:13:38
1897,25/05/2012,CR0087641,C00002981,969-695-4188,AA0105,30711,2,NE,AGENT,DARMON,11:06:11,11:12:10,00:05:59
1898,25/05/2012,CR0087706,C00000290,602-063-8838,AA0206,30712,2,NE,AGENT,TOVA,09:19:38,09:33:59,00:14:21
1899,25/05/2012,CR0087694,C00000266,724-610-1022,AA0215,30713,1,PS,AGENT,MIKI,14:26:33,14:39:19,00:12:46
2887,29/05/2012,CR0088177,C00001989,716-318-8687,AA0210,40482,1,NW,AGENT,YITZ,10:18:12,10:33:05,00:14:53
1895,30/05/2012,CR0089038,C00011004,754-444-8930,AA0201,30706,1,PS,AGENT,BASCH,09:34:33,09:40:24,00:05:51
1896,30/05/2012,CR0089291,C00000670,212-626-1708,AA0209,30707,2,PS,AGENT,STEREN,17:00:36,17:18:51,00:18:15
2886,30/05/2012,CR0089277,C00002102,413-476-2593,AA0210,40481,0,PS,AGENT,BASCH,14:03:55,14:11:10,00:07:15
2937,30/05/2012,CR0089274,C00010564,446-694-8849,AA0206,40532,2,PS,AGENT,YITZ,13:38:45,13:52:41,00:13:56
1894,31/05/2012,CR0090068,C00011126,212-895-0493,AA0115,30705,0,PS,AGENT,TOVA,10:45:00,10:57:41,00:12:41
1891,01/06/2012,CR0091700,C00002400,540-362-5762,AA0106,30702,0,PS,AGENT,BENSION,09:37:15,09:48:39,00:11:24
1892,01/06/2012,CR0091583,C00001644,617-994-9307,AA0103,30703,0,NW,AGENT,MICHAL,15:59:38,16:13:12,00:13:34
1893,01/06/2012,CR0091484,C00002989,184-120-2278,AA0105,30704,0,PS,AGENT,SHARON,14:41:29,14:48:02,00:06:33
1888,04/06/2012,CR0093149,C00003143,863-790-1634,AA0204,30698,0,NW,AGENT,SHARON,13:47:40,13:48:53,00:01:13
1889,04/06/2012,CR0093118,C00002063,266-128-1109,AA0115,30700,2,PS,AGENT,MIKI,11:13:07,11:19:31,00:06:24
1890,04/06/2012,CR0093117,C00003248,344-042-8227,AA0206,30701,0,PS,AGENT,ANAT,11:18:14,11:23:56,00:05:42
2885,04/06/2012,CR0093671,C00001587,784-962-2992,AA0202,40480,1,PS,AGENT,KAZAV,10:52:22,11:06:17,00:13:55
1884,05/06/2012,CR0094894,C00001509,863-434-3517,AA0205,30694,0,PS,AGENT,BASCH,16:03:54,16:11:04,00:07:10
1885,05/06/2012,CR0095162,C00001745,965-720-7677,AA0206,30695,2,PS,AGENT,YIFAT,14:03:00,14:12:43,00:09:43
1886,05/06/2012,CR0094780,C00004681,624-323-8907,AA0209,30696,0,PS,AGENT,MIKI,11:21:19,11:40:33,00:19:14
1887,05/06/2012,CR0094929,C00000605,212-192-5590,AA0104,30697,0,PS,AGENT,ANAT,12:13:30,12:32:28,00:18:58
1882,06/06/2012,CR0095894,C00002111,508-239-5737,AA0106,30692,0,NW,AGENT,IDIT,15:05:51,15:11:40,00:05:49
1883,06/06/2012,CR0096101,C00000045,786-924-4329,AA0215,30693,0,NW,AGENT,MORIAH,15:06:37,15:20:29,00:13:52
1879,07/06/2012,CR0097384,C00003972,212-577-9433,AA0102,30688,2,PS,AGENT,AVNI,15:57:54,16:07:45,00:09:51
1880,07/06/2012,CR0097403,C00003160,665-372-3228,AA0209,30690,0,NE,AGENT,ZOHARI,16:44:13,16:52:37,00:08:24
1881,07/06/2012,CR0097365,C00000877,801-605-1504,AA0205,30691,0,PS,AGENT,YITZ,16:27:00,16:34:10,00:07:10
2884,07/06/2012,CR0097425,C00001579,160-037-0960,AA0109,40479,2,PS,AGENT,ANAT,13:21:03,13:43:08,00:22:05
1878,08/06/2012,CR0097589,C00000428,873-059-4558,AA0110,30687,2,PS,AGENT,STEREN,09:19:45,09:35:35,00:15:50
1877,11/06/2012,CR0099278,C00001016,259-090-1827,AA0107,30686,1,TT,AGENT,YITZ,13:25:47,13:38:45,00:12:58
1875,12/06/2012,CR0099832,C00002402,484-743-8510,AA0102,30684,1,PS,AGENT,DARMON,09:15:36,09:27:45,00:12:09
1876,12/06/2012,CR0100039,C00004763,847-512-8816,AA0204,30685,2,PS,AGENT,YIFAT,10:07:16,10:12:29,00:05:13
1871,13/06/2012,CR0100564,C00004171,212-414-4092,AA0202,30680,2,NE,AGENT,MORIAH,15:56:36,16:08:06,00:11:30
1872,13/06/2012,CR0100600,C00004785,253-740-5990,AA0110,30681,0,PS,AGENT,SHARON,15:12:05,15:19:12,00:07:07
1873,13/06/2012,CR0100692,C00011867,212-884-2332,AA0103,30682,2,PS,AGENT,SHARON,14:32:36,14:37:42,00:05:06
1874,13/06/2012,CR0100791,C00001699,828-867-3715,AA0204,30683,2,PS,AGENT,MORIAH,11:47:40,12:00:46,00:13:06
1870,14/06/2012,CR0101678,C00001339,302-587-1536,AA0115,30679,0,NW,AGENT,SHLOMO,12:34:36,12:50:55,00:16:19
1868,18/06/2012,CR0103599,C00001480,978-188-1804,AA0104,30677,2,PS,AGENT,YIFAT,14:58:32,15:04:17,00:05:45
1869,18/06/2012,CR0103401,C00003549,327-969-5748,AA0213,30678,1,PS,AGENT,MICHAL,11:46:22,11:56:17,00:09:55
1866,19/06/2012,CR0104468,C00002241,409-357-3349,AA0103,30674,0,NW,AGENT,YIFAT,09:25:33,09:39:43,00:14:10
1867,19/06/2012,CR0104698,C00000966,924-131-1644,AA0213,30675,0,NW,AGENT,SHARON,09:41:25,09:56:11,00:14:46
2883,19/06/2012,CR0104543,C00001696,212-940-2476,AA0206,40478,0,PS,AGENT,DORIT,12:21:38,12:40:02,00:18:24
1864,20/06/2012,CR0104814,C00007772,212-675-6023,AA0113,30672,0,PS,AGENT,TOVA,11:49:26,12:05:14,00:15:48
1865,20/06/2012,CR0105052,C00001071,811-066-8296,AA0115,30673,0,NE,AGENT,ZOHARI,15:06:40,15:19:20,00:12:40
1863,21/06/2012,CR0105310,C00000316,585-383-5679,AA0205,30671,0,NW,AGENT,MICHAL,13:55:35,14:02:07,00:06:32
2882,21/06/2012,CR0106233,C00004418,245-884-7140,AA0205,40477,0,NE,AGENT,TOVA,14:54:19,15:08:31,00:14:12
1862,22/06/2012,CR0106846,C00004284,696-259-9422,AA0104,30669,2,NE,AGENT,ZOHARI,09:59:55,10:01:02,00:01:07
1858,25/06/2012,CR0107701,C00004655,736-449-5205,AA0105,30662,2,PS,AGENT,DORIT,15:42:42,15:58:38,00:15:56
1859,25/06/2012,CR0107626,C00000125,431-892-6138,AA0202,30663,2,PS,AGENT,AVNI,10:03:40,10:07:09,00:03:29
1860,25/06/2012,CR0107607,C00000847,787-958-5584,AA0209,30664,2,PS,AGENT,MIKI,09:15:20,09:23:27,00:08:07
1861,25/06/2012,CR0107865,C00001237,508-541-8481,AA0206,30668,0,NW,AGENT,MIKI,13:04:30,13:17:59,00:13:29
2879,25/06/2012,CR0107657,C00005249,584-081-3628,AA0204,40474,1,PS,AGENT,GILI,11:12:31,11:32:33,00:20:02
2880,25/06/2012,CR0107862,C00002222,212-132-2122,AA0213,40475,1,PS,AGENT,SHARON,13:23:31,13:51:53,00:28:22
2881,25/06/2012,CR0107624,C00013290,255-292-4122,AA0107,40476,2,PS,AGENT,AVNI,10:10:48,10:36:00,00:25:12
2878,26/06/2012,CR0108560,C00003662,281-629-5554,AA0213,40473,1,NW,AGENT,IDIT,12:54:07,13:16:52,00:22:45
1854,27/06/2012,CR0109085,C00005826,939-177-2497,AA0105,30656,0,PS,AGENT,NO_SERVER,16:01:16,16:16:56,00:15:40
1855,27/06/2012,CR0109157,C00003987,666-778-5526,AA0201,30657,2,PS,AGENT,KAZAV,15:00:31,15:10:08,00:09:37
1856,27/06/2012,CR0109092,C00001194,755-412-7389,AA0104,30659,0,PS,AGENT,KAZAV,11:55:36,12:12:07,00:16:31
1857,27/06/2012,CR0109143,C00004175,653-476-6009,AA0201,30660,2,PS,AGENT,MORIAH,12:35:58,12:46:29,00:10:31
2877,27/06/2012,CR0109231,C00003090,572-796-1841,AA0214,40472,0,PS,AGENT,AVIDAN,10:04:19,10:09:23,00:05:04
1853,29/06/2012,CR0110596,C00006804,602-429-6583,AA0215,30655,2,PS,AGENT,SHARON,14:48:35,15:05:13,00:16:38
1852,02/07/2012,CR0111296,C00000127,231-192-1790,AA0210,30653,0,NE,AGENT,ZOHARI,13:56:40,13:57:16,00:00:36
2936,02/07/2012,CR0111206,C00005397,305-314-4959,AA0205,40531,0,PS,AGENT,MICHAL,10:51:20,11:07:31,00:16:11
1849,03/07/2012,CR0111854,C00002846,212-248-6363,AA0210,30647,0,PS,AGENT,MIKI,09:26:38,09:31:12,00:04:34
1850,03/07/2012,CR0111846,C00006366,817-770-7405,AA0203,30648,0,PS,AGENT,YITZ,15:09:07,15:09:38,00:00:31
1851,03/07/2012,CR0111950,C00000723,432-380-9837,AA0101,30651,2,PS,AGENT,SHARON,15:45:49,15:50:17,00:04:28
2876,03/07/2012,CR0111947,C00001792,624-844-2198,AA0215,40471,1,NW,AGENT,BASCH,10:31:24,10:41:47,00:10:23
2934,03/07/2012,CR0111922,C00004253,372-150-7677,AA0213,40529,2,NE,AGENT,KAZAV,09:15:20,09:33:55,00:18:35
2935,03/07/2012,CR0111477,C00006114,712-161-2640,AA0107,40530,1,PE,AGENT,YIFAT,11:27:52,11:55:45,00:27:53
1845,05/07/2012,CR0112630,C00008064,473-644-5067,AA0215,30643,0,NW,AGENT,YITZ,12:16:00,12:27:18,00:11:18
1846,05/07/2012,CR0112580,C00004476,770-608-8468,AA0102,30644,0,PS,AGENT,IDIT,15:00:15,15:00:19,00:00:04
1847,05/07/2012,CR0112657,C00002825,617-902-5032,AA0113,30645,2,NE,AGENT,BASCH,16:21:24,16:32:12,00:10:48
1848,05/07/2012,CR0112461,C00000851,165-020-5476,AA0210,30646,2,PS,AGENT,BENSION,13:11:44,13:25:51,00:14:07
1842,06/07/2012,CR0113145,C00000222,788-660-3215,AA0202,30637,2,NE,AGENT,KAZAV,15:09:40,15:16:27,00:06:47
1843,06/07/2012,CR0113175,C00003121,508-005-9927,AA0101,30639,0,PS,AGENT,MICHAL,11:43:42,11:59:39,00:15:57
1844,06/07/2012,CR0113235,C00004425,495-908-8188,AA0110,30640,2,PS,AGENT,YITZ,11:32:06,11:39:40,00:07:34
2875,06/07/2012,CR0113293,C00001514,613-639-3268,AA0213,40470,0,PS,AGENT,MIKI,10:15:16,10:30:49,00:15:33
1837,09/07/2012,CR0114146,C00002915,430-261-5670,AA0201,30632,0,PS,AGENT,DARMON,10:26:50,10:30:01,00:03:11
1838,09/07/2012,CR0114290,C00003808,508-281-5147,AA0106,30633,0,PS,AGENT,DORIT,14:18:46,14:29:14,00:10:28
1839,09/07/2012,CR0114173,C00000909,137-289-4501,AA0101,30634,0,PS,AGENT,ZOHARI,16:01:24,16:08:56,00:07:32
1840,09/07/2012,CR0114381,C00004181,914-744-8391,AA0206,30635,0,NW,AGENT,IDIT,16:14:38,16:35:08,00:20:30
1841,09/07/2012,CR0115029,C00003852,563-310-1401,AA0106,30636,0,PS,AGENT,TOVA,16:23:23,16:42:29,00:19:06
1835,10/07/2012,CR0114574,C00011147,265-012-6222,AA0214,30629,0,PS,AGENT,YITZ,11:28:44,11:48:01,00:19:17
1836,10/07/2012,CR0114555,C00011319,774-966-9831,AA0205,30631,2,PS,AGENT,SHARON,13:08:21,13:26:01,00:17:40
2874,10/07/2012,CR0114508,C00001910,491-116-4127,AA0101,40469,0,PS,AGENT,DORIT,14:09:27,14:34:57,00:25:30
1830,11/07/2012,CR0115769,C00004701,414-985-4029,AA0209,30623,2,PS,AGENT,STEREN,13:38:37,13:42:37,00:04:00
1831,11/07/2012,CR0115843,C00012079,863-885-5122,AA0210,30624,2,PS,AGENT,DARMON,12:58:36,13:02:02,00:03:26
1832,11/07/2012,CR0115920,C00002919,233-659-0269,AA0103,30626,0,NW,AGENT,YIFAT,11:50:21,12:09:13,00:18:52
1833,11/07/2012,CR0115762,C00002195,530-337-0174,AA0109,30627,1,PS,AGENT,KAZAV,11:54:06,12:03:24,00:09:18
1834,11/07/2012,CR0115917,C00010563,438-969-9520,AA0201,30628,2,NE,AGENT,ELI,09:15:38,09:32:24,00:16:46
2873,11/07/2012,CR0115862,C00004466,585-554-2122,AA0110,40468,0,NW,AGENT,NO_SERVER,10:21:51,10:45:13,00:23:22
1828,12/07/2012,CR0116361,C00000094,933-101-0725,AA0103,30621,0,PS,AGENT,MIKI,14:13:07,14:32:02,00:18:55
1829,12/07/2012,CR0116636,C00002041,843-587-8696,AA0101,30622,2,PS,AGENT,MIKI,15:11:54,15:28:37,00:16:43
1826,13/07/2012,CR0117435,C00004393,212-562-8196,AA0115,30619,2,PS,AGENT,BASCH,13:29:03,13:35:56,00:06:53
1827,13/07/2012,CR0117408,C00008678,383-399-3449,AA0203,30620,1,PS,AGENT,IDIT,14:01:42,14:12:33,00:10:51
1823,16/07/2012,CR0118775,C00002907,665-623-7398,AA0110,30615,0,PS,AGENT,SHARON,12:15:47,12:28:03,00:12:16
1824,16/07/2012,CR0118068,C00001195,207-465-2754,AA0202,30616,1,PS,AGENT,YIFAT,16:16:42,16:33:44,00:17:02
1825,16/07/2012,CR0118237,C00002589,195-082-6728,AA0116,30617,0,IN,AGENT,ANAT,12:35:49,12:56:16,00:20:27
2872,16/07/2012,CR0118248,C00001164,809-671-9428,AA0202,40467,2,PS,AGENT,KAZAV,13:07:39,13:22:23,00:14:44
1822,17/07/2012,CR0118388,C00003535,518-904-7717,AA0102,30614,2,PS,AGENT,YITZ,11:45:34,11:47:22,00:01:48
1817,18/07/2012,CR0120143,C00006803,363-646-2645,AA0201,30609,0,NW,AGENT,KAZAV,09:26:09,09:33:15,00:07:06
1818,18/07/2012,CR0119900,C00005275,837-016-1889,AA0204,30610,0,PS,AGENT,AVNI,13:35:02,13:41:16,00:06:14
1819,18/07/2012,CR0119828,C00002990,405-948-0122,AA0202,30611,0,PS,AGENT,ZOHARI,15:51:35,16:12:33,00:20:58
1820,18/07/2012,CR0119921,C00000698,585-884-5598,AA0215,30612,0,NW,AGENT,BENSION,13:18:24,13:27:02,00:08:38
1821,18/07/2012,CR0120482,C00001232,296-593-4620,AA0206,30613,0,PS,AGENT,IDIT,10:05:06,10:14:40,00:09:34
1815,19/07/2012,CR0120770,C00005223,629-898-8640,AA0209,30607,0,PS,AGENT,YIFAT,13:11:15,13:28:48,00:17:33
1816,19/07/2012,CR0120508,C00001332,334-346-2525,AA0105,30608,0,NW,AGENT,SHARON,11:19:18,11:25:55,00:06:37
1812,20/07/2012,CR0121503,C00001831,413-657-3854,AA0106,30604,0,PS,AGENT,SHLOMO,09:45:50,09:55:51,00:10:01
1813,20/07/2012,CR0121603,C00013469,184-033-0623,AA0213,30605,0,NW,AGENT,STEREN,15:32:27,15:43:21,00:10:54
1814,20/07/2012,CR0121559,C00001641,516-466-9889,AA0109,30606,0,PS,AGENT,DORIT,10:52:16,11:00:47,00:08:31
1809,23/07/2012,CR0121959,C00004131,508-135-8779,AA0215,30601,2,NE,AGENT,GILI,14:03:41,14:24:12,00:20:31
1810,23/07/2012,CR0122461,C00005224,151-719-8571,AA0105,30602,0,PS,AGENT,TOVA,12:31:04,12:48:26,00:17:22
1811,23/07/2012,CR0122557,C00004604,828-104-9101,AA0209,30603,2,PS,AGENT,SHARON,09:32:28,09:41:22,00:08:54
1806,24/07/2012,CR0123461,C00003973,661-828-0374,AA0103,30597,0,NW,AGENT,TOVA,10:50:04,11:04:05,00:14:01
1807,24/07/2012,CR0123485,C00011768,171-145-8125,AA0202,30598,0,PS,AGENT,YITZ,14:48:23,15:00:50,00:12:27
1808,24/07/2012,CR0123518,C00004126,144-927-1486,AA0103,30600,2,PS,AGENT,MORIAH,09:38:33,09:38:53,00:00:20
2871,24/07/2012,CR0123486,C00001029,212-333-2794,AA0106,40466,1,PS,AGENT,STEREN,09:45:15,09:59:13,00:13:58
1803,25/07/2012,CR0124197,C00004571,212-575-6098,AA0204,30594,0,NW,AGENT,AVNI,15:38:22,15:53:36,00:15:14
1804,25/07/2012,CR0124141,C00002599,212-278-6428,AA0108,30595,0,TT,AGENT,KAZAV,16:25:50,16:28:24,00:02:34
1805,25/07/2012,CR0124297,C00013590,617-066-8236,AA0205,30596,1,PS,AGENT,KAZAV,12:29:54,12:33:56,00:04:02
1802,26/07/2012,CR0124395,C00002493,212-220-8901,AA0203,30593,2,NE,AGENT,ZOHARI,12:51:00,12:51:50,00:00:50
2870,27/07/2012,CR0125971,C00012568,628-246-8908,AA0107,40465,1,PS,AGENT,MIKI,13:49:34,14:06:30,00:16:56
1801,30/07/2012,CR0126517,C00000203,754-863-9022,AA0210,30590,2,PS,AGENT,AVIDAN,12:03:05,12:08:14,00:05:09
2869,30/07/2012,CR0126639,C00003346,743-584-2470,AA0209,40464,2,PS,AGENT,AVNI,14:38:53,15:05:59,00:27:06
1798,31/07/2012,CR0127308,C00001507,405-524-1656,AA0110,30586,0,PS,AGENT,YIFAT,11:01:20,11:18:44,00:17:24
1799,31/07/2012,CR0127429,C00004464,156-631-9095,AA0102,30587,0,PS,AGENT,STEREN,11:41:59,11:45:42,00:03:43
1800,31/07/2012,CR0127624,C00002663,566-528-0980,AA0104,30588,2,PS,AGENT,MORIAH,16:10:48,16:12:34,00:01:46
2867,31/07/2012,CR0127313,C00005236,160-960-2425,AA0106,40462,1,PS,AGENT,IDIT,11:48:16,12:12:32,00:24:16
2868,31/07/2012,CR0127510,C00012643,978-924-4380,AA0215,40463,1,NE,AGENT,MORIAH,13:32:20,13:40:48,00:08:28
1796,03/08/2012,CR0129473,C00007787,261-241-4645,AA0101,30583,2,NE,AGENT,ANAT,09:54:00,10:12:02,00:18:02
1797,03/08/2012,CR0130343,C00005413,423-381-5136,AA0103,30584,0,PS,AGENT,BASCH,14:39:10,14:49:03,00:09:53
1793,06/08/2012,CR0130517,C00000518,303-437-3114,AA0115,30580,0,NW,AGENT,AVNI,14:39:28,14:46:02,00:06:34
1794,06/08/2012,CR0130530,C00000545,585-725-8251,AA0107,30581,1,TT,AGENT,BASCH,10:21:37,10:39:03,00:17:26
1795,06/08/2012,CR0130678,C00004078,361-498-7381,AA0110,30582,0,PS,AGENT,AVNI,13:57:50,14:06:35,00:08:45
1791,07/08/2012,CR0131697,C00000693,240-817-4879,AA0101,30578,2,PS,AGENT,MICHAL,09:17:54,09:37:35,00:19:41
1792,07/08/2012,CR0131741,C00002447,436-341-7372,AA0104,30579,1,PS,AGENT,BASCH,15:53:48,16:13:08,00:19:20
2866,07/08/2012,CR0131711,C00004196,978-392-7379,AA0112,40461,0,NE,AGENT,KAZAV,10:37:56,10:50:52,00:12:56
1789,08/08/2012,CR0132058,C00001946,141-964-8349,AA0103,30575,0,PS,AGENT,DORIT,14:20:41,14:29:31,00:08:50
1790,08/08/2012,CR0131985,C00001107,781-875-5332,AA0102,30576,0,PS,AGENT,BENSION,13:09:30,13:20:16,00:10:46
1787,09/08/2012,CR0133045,C00009641,751-672-5553,AA0206,30573,0,PS,AGENT,SHARON,09:17:57,09:30:51,00:12:54
1788,09/08/2012,CR0133150,C00001668,103-179-9616,AA0106,30574,0,PS,AGENT,GILI,09:52:09,10:05:29,00:13:20
1784,10/08/2012,CR0133403,C00000241,674-103-6839,AA0113,30570,0,PS,AGENT,GILI,09:17:15,09:33:04,00:15:49
1785,10/08/2012,CR0134018,C00001868,781-135-2190,AA0103,30571,0,NW,AGENT,AVNI,10:12:57,10:13:15,00:00:18
1786,10/08/2012,CR0133902,C00001164,809-671-9428,AA0101,30572,2,NE,AGENT,ZOHARI,16:30:31,16:40:45,00:10:14
1783,13/08/2012,CR0134910,C00004232,863-914-7253,AA0106,30568,2,PS,AGENT,MORIAH,09:02:20,09:13:10,00:10:50
2864,13/08/2012,CR0134802,C00001895,179-334-2736,AA0101,40459,2,NW,AGENT,KAZAV,10:00:27,10:23:35,00:23:08
2865,13/08/2012,CR0134919,C00000783,957-123-4213,AA0214,40460,1,NE,AGENT,KAZAV,15:35:10,15:42:09,00:06:59
2863,14/08/2012,CR0135472,C00001875,301-624-3331,AA0102,40458,2,TT,AGENT,AVIDAN,12:30:40,12:40:00,00:09:20
1782,15/08/2012,CR0136292,C00003508,911-140-2030,AA0106,30565,0,PS,AGENT,STEREN,10:21:20,10:37:41,00:16:21
1781,16/08/2012,CR0137080,C00000239,212-712-8706,AA0106,30564,0,NW,AGENT,YIFAT,16:07:54,16:09:54,00:02:00
1779,17/08/2012,CR0137755,C00001154,994-484-6729,AA0110,30561,0,PS,AGENT,MIKI,14:43:08,14:55:07,00:11:59
1780,17/08/2012,CR0137786,C00002836,978-810-0646,AA0215,30563,0,PS,AGENT,STEREN,16:21:45,16:34:24,00:12:39
2862,17/08/2012,CR0138210,C00005312,813-517-4859,AA0115,40457,2,PS,AGENT,MORIAH,14:12:01,14:19:56,00:07:55
1777,20/08/2012,CR0138531,C00003103,565-809-7254,AA0202,30559,1,PS,AGENT,ANAT,13:03:09,13:23:07,00:19:58
1778,20/08/2012,CR0138425,C00004041,617-926-0521,AA0204,30560,0,PS,AGENT,BENSION,10:06:04,10:23:58,00:17:54
1776,21/08/2012,CR0139281,C00004044,189-364-3931,AA0210,30558,1,PS,AGENT,AVNI,09:54:06,10:04:05,00:09:59
2861,21/08/2012,CR0139234,C00004281,673-675-3814,AA0210,40456,0,PS,AGENT,BENSION,13:28:14,13:56:17,00:28:03
1773,22/08/2012,CR0140026,C00003935,617-594-2704,AA0102,30554,0,NW,AGENT,SHARON,10:22:27,10:34:52,00:12:25
1774,22/08/2012,CR0140148,C00003790,508-712-6071,AA0204,30555,2,PS,AGENT,YIFAT,16:12:36,16:29:21,00:16:45
1775,22/08/2012,CR0139999,C00003314,686-878-5108,AA0105,30556,0,PS,AGENT,ANAT,13:58:36,14:16:16,00:17:40
2860,22/08/2012,CR0139572,C00001836,504-421-9666,AA0210,40455,0,PS,AGENT,YITZ,09:42:12,10:07:13,00:25:01
1771,23/08/2012,CR0140840,C00001159,931-890-0834,AA0103,30551,0,NW,AGENT,YIFAT,12:31:21,12:49:08,00:17:47
1772,23/08/2012,CR0140839,C00010041,697-488-6131,AA0106,30552,0,NW,AGENT,AVNI,16:52:40,17:02:56,00:10:16
1770,24/08/2012,CR0141797,C00003947,679-695-9269,AA0104,30550,2,PS,AGENT,MORIAH,11:58:05,12:04:50,00:06:45
2859,24/08/2012,CR0141641,C00005775,579-819-0259,AA0210,40454,0,PS,AGENT,MICHAL,09:30:58,09:40:25,00:09:27
1768,27/08/2012,CR0142319,C00002699,963-518-7612,AA0206,30547,0,PS,AGENT,SHLOMO,13:34:01,13:47:44,00:13:43
1769,27/08/2012,CR0142431,C00002212,513-799-2738,AA0213,30548,2,PS,AGENT,MIKI,09:38:46,09:38:51,00:00:05
1767,28/08/2012,CR0143429,C00004091,611-662-1531,AA0106,30546,2,PS,AGENT,GILI,11:03:58,11:17:38,00:13:40
1765,29/08/2012,CR0143599,C00009997,397-340-7585,AA0210,30543,0,NW,AGENT,IDIT,11:44:08,12:03:05,00:18:57
1766,29/08/2012,CR0143609,C00002747,222-045-5921,AA0204,30545,2,NE,AGENT,ZOHARI,12:30:52,12:40:09,00:09:17
2858,29/08/2012,CR0143576,C00000837,617-310-7209,AA0202,40453,2,PE,AGENT,YIFAT,09:20:51,09:29:14,00:08:23
1763,30/08/2012,CR0144470,C00003882,650-075-0007,AA0214,30540,0,NW,AGENT,MORIAH,09:54:54,10:09:27,00:14:33
1764,30/08/2012,CR0144994,C00002610,212-209-9240,AA0105,30542,0,NW,AGENT,PINHAS,16:12:10,16:20:31,00:08:21
2857,30/08/2012,CR0144463,C00002336,787-378-8249,AA0109,40452,1,NE,AGENT,KAZAV,10:11:44,10:28:31,00:16:47
1762,04/09/2012,CR0146152,C00002758,212-899-9780,AA0202,30539,1,PS,AGENT,TOVA,16:32:33,16:49:50,00:17:17
2856,05/09/2012,CR0147012,C00002045,414-186-6894,AA0206,40451,0,NE,AGENT,TOVA,10:34:34,10:51:30,00:16:56
1761,06/09/2012,CR0147901,C00004877,619-190-2887,AA0203,30537,0,PS,AGENT,ANAT,11:24:08,11:33:42,00:09:34
1758,07/09/2012,CR0148072,C00003414,389-105-1401,AA0214,30534,2,PS,AGENT,TOVA,14:21:00,14:35:24,00:14:24
1759,07/09/2012,CR0148569,C00000732,460-365-4008,AA0103,30535,0,PS,AGENT,TOVA,14:35:18,14:37:41,00:02:23
1760,07/09/2012,CR0148752,C00002361,617-413-3491,AA0106,30536,0,NW,AGENT,YITZ,10:49:43,11:04:56,00:15:13
1754,10/09/2012,CR0149843,C00001175,212-875-6240,AA0203,30530,0,NW,AGENT,SHARON,12:54:52,12:56:51,00:01:59
1755,10/09/2012,CR0149828,C00003243,617-395-9384,AA0204,30531,0,PS,AGENT,YITZ,10:59:09,11:19:53,00:20:44
1756,10/09/2012,CR0149645,C00005399,996-027-6704,AA0206,30532,2,PS,AGENT,BASCH,15:56:23,16:08:46,00:12:23
1757,10/09/2012,CR0149018,C00000021,894-384-1832,AA0206,30533,0,PS,AGENT,SHLOMO,16:18:20,16:19:51,00:01:31
1752,11/09/2012,CR0150686,C00000208,418-031-5599,AA0205,30528,0,PS,AGENT,AVNI,16:37:46,16:41:48,00:04:02
1753,11/09/2012,CR0150682,C00003835,716-611-4184,AA0105,30529,2,PS,AGENT,MORIAH,14:10:06,14:14:38,00:04:32
1751,12/09/2012,CR0151607,C00000633,679-103-1451,AA0109,30527,0,PS,AGENT,BASCH,12:35:40,12:49:42,00:14:02
1748,13/09/2012,CR0152355,C00005760,694-587-8130,AA0204,30524,0,PS,AGENT,NO_SERVER,15:49:46,15:53:45,00:03:59
1749,13/09/2012,CR0152223,C00001931,902-428-5241,AA0116,30525,0,IN,AGENT,YIFAT,10:58:38,10:59:27,00:00:49
1750,13/09/2012,CR0152362,C00000006,813-629-5038,AA0209,30526,0,PS,AGENT,KAZAV,12:53:48,13:07:07,00:13:19
1746,17/09/2012,CR0152612,C00002008,663-446-8838,AA0102,30522,2,PS,AGENT,YITZ,16:04:54,16:19:25,00:14:31
1747,17/09/2012,CR0154220,C00004342,290-638-5549,AA0202,30523,2,PS,AGENT,STEREN,11:26:50,11:30:20,00:03:30
2854,18/09/2012,CR0154483,C00001446,913-909-5355,AA0107,40449,2,PS,AGENT,DORIT,10:25:22,10:46:51,00:21:29
2855,18/09/2012,CR0154221,C00000474,570-693-8068,AA0205,40450,2,PS,AGENT,YITZ,13:04:22,13:20:30,00:16:08
1744,20/09/2012,CR0156773,C00005240,933-440-4886,AA0113,30517,0,PS,AGENT,DORIT,12:51:52,13:04:26,00:12:34
1745,20/09/2012,CR0156790,C00002370,366-476-8371,AA0210,30518,2,PS,AGENT,ZOHARI,14:08:39,14:22:41,00:14:02
